path,raw_whisper,status
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(57).wav,කෙක ටර්න්තු රැයිත් ඔධ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(22).wav,ඉසරහට යන්න ස්රේට්ලැ�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(20).wav,ටේක් ට්න්ටු ලෙව්ට් ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(64).wav,පිටිපස්සටයන්න ස්සි�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(73).wav,තෙක තොන්ටු ලැව්ට් ඔවා,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(18).wav,තෙක තොන්ටුරා ඉටාධන්න,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(67).wav,තෙක්කත් තන්තුල යෙව්ට,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(15).wav,නව තින්නවගේ කරන් පොස්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(44).wav,පිටිබුවස්වට යන්ට ස්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(75).wav,ටේක් ටොන්තු ලේ ඔයා දැන,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(34).wav,ඉස්සරාට අනේ ස්ට්ලයෙ�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(76).wav,ලෝතින්න වායාල් කරම් �,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(20).wav,ටේක් ටනටු රයිට් ඔවාදැ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(4).wav,මවතින්න ඔගේ කරන් පොස්,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(51).wav,ටෙක්ට්ට්ලාව්ට් අය දැ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(25).wav,පිටිපස්ට යනස් යෙටලයි,Success_GT_Match
